ASPL,assortativity,average_degree,density,hx_avg,hx_std,transitivity
3.0013326244736835,-0.016796821666666673,5.067894736842108,0.05119085587719298,3.3798890613256583,0.06180361990323949,0.051884785175438604
2.2316476594623658,-0.024277405000000005,9.984946236559145,0.1008580425806452,3.3740542729933614,0.05482507912817132,0.10030817865591404
1.9360982803783786,-0.019037418324324325,14.97967567567569,0.15130985545945946,3.3707856102898646,0.05312155609174423,0.15087116691891894
1.8122336880540526,-0.020904636108108107,19.958486486486493,0.2016008734594594,3.3696489860210543,0.052499174167099386,0.20134273951351342
1.7488833386813185,-0.02132885483516483,24.983296703296723,0.2523565328021977,3.3683571767895883,0.05179802875725575,0.2521669669230767
1.696944849304813,-0.021194606470588236,30.0075935828877,0.3031070061497325,3.367597004973504,0.051508125253643795,0.30306657844919777
1.6458498021739134,-0.020959027173913035,35.061086956521756,0.35415239369565227,3.3683753868274464,0.051074896298074775,0.35375204679347816
1.5960408433695654,-0.019560376847826088,39.99195652173914,0.40395915663043447,3.3697520680108415,0.051101232466852504,0.4041017392934781
1.5451296028571433,-0.01849893322751323,45.03216931216931,0.454870397142857,3.367696927753915,0.0514552184841836,0.45465942640211626
1.4950114044623646,-0.01965709559139785,49.99387096774192,0.5049885955376341,3.367861087303334,0.05086241606689831,0.5047873567204301
