mu=0.1,mu=0.2,mu=0.3,mu=0.4,mu=0.5,mu=0.6,mu=0.7,mu=0.8,mu=0.9
3.372578708535,3.374544838056401,3.3746746666334007,3.3753262057363997,3.3757000350386,3.3754738949500003,3.3759367378859997,3.3760200486960006,3.3764893798996
3.3743382394643997,3.375161363609,3.3757923257749995,3.3753749580596004,3.375859538020399,3.3760623610713996,3.375334832294,3.3766032570115994,3.3762576650444
3.3744817612708,3.3751250001128,3.3754706468110003,3.375734891275,3.3762981503176004,3.376068458731999,3.3761566343728,3.3758236177223995,3.3762360563758005
3.3754014451575993,3.3750225801272005,3.3757708855655992,3.3758715026920005,3.3760062751497997,3.3765378368249994,3.3759700043223995,3.3762042046448,3.3767996335313994
3.3750846517233994,3.375387669754,3.3758681507073365,3.3760588949416,3.3758165445345996,3.3763579349139694,3.3757662745872,3.3764320138289445,3.3763594748870003
3.3758860307368,3.3754440427425125,3.3759731912408,3.3760567620709545,3.376081442915,3.3757950718192964,3.376745936557588,3.376286393918586,3.3766831430892457
3.3761124198295485,3.375988981542469,3.375751375778636,3.3767674602393365,3.3764307450946762,3.3770560515253694,3.3766904548202463,3.375814669546896,3.3766762016711507
3.3761500674233575,0.0,3.3759630707466664,0.0,0.0,3.375626603648547,0.0,3.3761338184338063,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
